1a65ad9918791bf7614855de4db29870a382b87f,182409209043.57138,0
1a65ad9918791bf7614855de4db29870a382b87f,182409209043.57138,0
1a65ad9918791bf7614855de4db29870a382b87f,181551504804.00006,0
0f34879932bcb221c9d2c6bc6aa8c13d6549fdd5,182580325186.42853,0
3a1655975979e47023ef4058f76ace0ba8875776,181698486862.99997,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181873439965.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181819198435.99997,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181819198435.99997,0
d130102a257fa0f09ae8615d601aea9d1f525a12,182659151545.99997,0
d130102a257fa0f09ae8615d601aea9d1f525a12,182659151545.99997,0
d130102a257fa0f09ae8615d601aea9d1f525a12,182898028711.00003,0
d130102a257fa0f09ae8615d601aea9d1f525a12,182898028711.00003,0
d130102a257fa0f09ae8615d601aea9d1f525a12,182898028711.00003,0
d130102a257fa0f09ae8615d601aea9d1f525a12,183491626281.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,183491626281.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,183491626281.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,183625867301.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181108518856.00003,0
d130102a257fa0f09ae8615d601aea9d1f525a12,181108518856.00003,0
d130102a257fa0f09ae8615d601aea9d1f525a12,180995452939.0,0
d130102a257fa0f09ae8615d601aea9d1f525a12,183171362347.00003,10
74a87a38fb4767d12734b1e2faa748868422754e,181263894075.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,182064902460.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,180942407995.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,181902945979.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,182201565244.99997,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,180222442964.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,180222442964.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,180222442964.0,10
af7fbfd4048c1ce61ba33688456246d1aa02e0a0,180222442964.0,10
93d89395f4b900739e657bcb02b2da8784d79ace,180222442964.0,10
93d89395f4b900739e657bcb02b2da8784d79ace,180222442964.0,10
7d9e62fc81471b816ece60bf0498be99c5b5a138,183800646757.00003,10
2589354857ec66e096c9df125eb43aa318fec3f6,181729259204.00003,10
2589354857ec66e096c9df125eb43aa318fec3f6,180917702825.99997,10
2589354857ec66e096c9df125eb43aa318fec3f6,182048396354.0,10
2589354857ec66e096c9df125eb43aa318fec3f6,179098261007.99997,10
2589354857ec66e096c9df125eb43aa318fec3f6,181277345610.0,10
2589354857ec66e096c9df125eb43aa318fec3f6,179918903984.00003,10
2589354857ec66e096c9df125eb43aa318fec3f6,182462156884.00003,10
2589354857ec66e096c9df125eb43aa318fec3f6,183305435553.99997,10000
2589354857ec66e096c9df125eb43aa318fec3f6,183950879360.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,182760476749.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,145686844750.71014,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,168592262919.4561,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,182338198446.0,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,176128600355.99997,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,505012685897.0,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,176172231242.99997,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,176172231242.99997,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,177608108072.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,177608108072.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,177608108072.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,177608108072.00003,10000
59290daee55ea7f545a34c792f10e5be6793dc4c,176485332288.99997,10000
